trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'e': 0.9900498337491681, 'a': 0.1}",35,0,-133.36148679842995,"{0: 24, 1: 3, 2: 5, 3: 1, 4: 2}",0
2,False,"{'e': 0.9801986733067553, 'a': 0.1}",20,0,-79.93089577521084,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
3,False,"{'e': 0.9704455335485082, 'a': 0.1}",20,0,-79.28084314081364,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",1
4,False,"{'e': 0.9607894391523232, 'a': 0.1}",20,0,-107.17806698176675,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
5,False,"{'e': 0.951229424500714, 'a': 0.1}",25,14,-75.09948877613422,"{0: 5, 1: 2, 2: 3, 3: 0, 4: 1}",1
6,False,"{'e': 0.9417645335842487, 'a': 0.1}",20,0,-103.14056772350843,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
7,False,"{'e': 0.9323938199059483, 'a': 0.1}",25,0,-102.33766940510087,"{0: 13, 1: 4, 2: 7, 3: 1, 4: 0}",0
8,False,"{'e': 0.9231163463866358, 'a': 0.1}",25,0,-185.73131008408325,"{0: 13, 1: 3, 2: 4, 3: 3, 4: 2}",0
9,False,"{'e': 0.9139311852712282, 'a': 0.1}",20,0,-143.53196487392813,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
10,False,"{'e': 0.9048374180359595, 'a': 0.1}",20,0,-63.27148452728158,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
11,False,"{'e': 0.8958341352965282, 'a': 0.1}",30,7,-123.03709877938509,"{0: 14, 1: 3, 2: 3, 3: 1, 4: 2}",1
12,False,"{'e': 0.8869204367171575, 'a': 0.1}",20,0,-21.96546102956245,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
13,False,"{'e': 0.8780954309205613, 'a': 0.1}",30,0,-192.74467258598918,"{0: 17, 1: 1, 2: 8, 3: 2, 4: 2}",0
14,False,"{'e': 0.8693582353988059, 'a': 0.1}",20,14,-10.342548338949666,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
15,False,"{'e': 0.8607079764250578, 'a': 0.1}",20,0,-155.65606095467913,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
16,False,"{'e': 0.8521437889662113, 'a': 0.1}",25,0,-146.24779400792582,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
17,False,"{'e': 0.8436648165963837, 'a': 0.1}",20,0,-49.277638479337966,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
18,False,"{'e': 0.835270211411272, 'a': 0.1}",25,0,-102.56006920568933,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
19,False,"{'e': 0.8269591339433623, 'a': 0.1}",20,0,-116.16747064626371,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
20,False,"{'e': 0.8187307530779818, 'a': 0.1}",25,0,-43.635066938945506,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
21,False,"{'e': 0.8105842459701871, 'a': 0.1}",25,0,-122.58266771100197,"{0: 16, 1: 2, 2: 3, 3: 3, 4: 1}",0
22,False,"{'e': 0.8025187979624785, 'a': 0.1}",30,13,-135.03547084988307,"{0: 9, 1: 0, 2: 5, 3: 1, 4: 2}",1
23,False,"{'e': 0.794533602503334, 'a': 0.1}",25,0,-151.2436326264954,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
24,False,"{'e': 0.7866278610665535, 'a': 0.1}",20,0,-118.9278791192937,"{0: 9, 1: 5, 2: 4, 3: 1, 4: 1}",0
25,False,"{'e': 0.7788007830714049, 'a': 0.1}",25,0,-49.234145959498775,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
26,False,"{'e': 0.7710515858035663, 'a': 0.1}",20,0,-95.65024559189587,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
27,False,"{'e': 0.7633794943368531, 'a': 0.1}",20,0,-139.9531723064845,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
28,False,"{'e': 0.7557837414557255, 'a': 0.1}",20,6,-34.42019956030799,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
29,False,"{'e': 0.7482635675785653, 'a': 0.1}",30,0,-33.805349594095546,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
30,False,"{'e': 0.7408182206817179, 'a': 0.1}",25,0,-52.98852890701665,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
31,False,"{'e': 0.7334469562242892, 'a': 0.1}",25,9,-53.172970734108866,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 1}",1
32,False,"{'e': 0.7261490370736909, 'a': 0.1}",30,0,-75.16418749146398,"{0: 22, 1: 3, 2: 3, 3: 1, 4: 1}",1
33,False,"{'e': 0.7189237334319262, 'a': 0.1}",30,8,-68.0229825502558,"{0: 13, 1: 4, 2: 3, 3: 2, 4: 0}",1
34,False,"{'e': 0.7117703227626097, 'a': 0.1}",30,3,-2.3401935991858376,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 0}",1
35,False,"{'e': 0.7046880897187134, 'a': 0.1}",30,21,-44.86523064042375,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 1}",1
36,False,"{'e': 0.697676326071031, 'a': 0.1}",30,0,9.894106126620695,"{0: 27, 1: 3, 2: 0, 3: 0, 4: 0}",0
37,False,"{'e': 0.6907343306373547, 'a': 0.1}",25,1,-9.195765782807038,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 0}",1
38,False,"{'e': 0.6838614092123558, 'a': 0.1}",25,0,-106.814236334656,"{0: 13, 1: 2, 2: 9, 3: 1, 4: 0}",0
39,False,"{'e': 0.6770568744981647, 'a': 0.1}",25,7,-53.08554585510353,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 0}",1
40,False,"{'e': 0.6703200460356393, 'a': 0.1}",20,0,-55.209194595306194,"{0: 15, 1: 3, 2: 0, 3: 1, 4: 1}",0
41,False,"{'e': 0.6636502501363194, 'a': 0.1}",25,0,-20.924237486954134,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
42,False,"{'e': 0.6570468198150567, 'a': 0.1}",20,0,12.00890211712752,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
43,False,"{'e': 0.6505090947233165, 'a': 0.1}",30,0,-81.07023544454869,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
44,False,"{'e': 0.6440364210831414, 'a': 0.1}",20,0,-27.52941436033086,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
45,False,"{'e': 0.6376281516217733, 'a': 0.1}",20,9,-0.5451643324110012,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
46,False,"{'e': 0.631283645506926, 'a': 0.1}",25,0,-64.66711686518794,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
47,False,"{'e': 0.6250022682827008, 'a': 0.1}",25,0,-42.40266475304348,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
48,False,"{'e': 0.6187833918061408, 'a': 0.1}",30,24,9.996464794867375,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,False,"{'e': 0.6126263941844161, 'a': 0.1}",25,0,-78.69449978261764,"{0: 17, 1: 5, 2: 1, 3: 1, 4: 1}",0
50,False,"{'e': 0.6065306597126334, 'a': 0.1}",25,0,-23.44099408655849,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
51,False,"{'e': 0.6004955788122659, 'a': 0.1}",20,0,-60.28764372896232,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
52,False,"{'e': 0.5945205479701944, 'a': 0.1}",25,0,-53.8854003219336,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
53,False,"{'e': 0.5886049696783552, 'a': 0.1}",20,12,-3.7413110045682316,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
54,False,"{'e': 0.5827482523739896, 'a': 0.1}",20,0,-7.696035482515231,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
55,False,"{'e': 0.5769498103804866, 'a': 0.1}",25,0,-184.54485968293028,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 5}",0
56,False,"{'e': 0.5712090638488149, 'a': 0.1}",25,5,-87.79789342339967,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",1
57,False,"{'e': 0.5655254386995371, 'a': 0.1}",25,20,5.546295933369997,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,False,"{'e': 0.559898366565402, 'a': 0.1}",20,0,-3.9318347799595497,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
59,False,"{'e': 0.5543272847345071, 'a': 0.1}",25,9,-10.34090049534232,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
60,False,"{'e': 0.5488116360940264, 'a': 0.1}",20,0,-50.71041786880822,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
61,False,"{'e': 0.5433508690744998, 'a': 0.1}",30,17,-19.573622212067132,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
62,False,"{'e': 0.5379444375946745, 'a': 0.1}",20,0,-44.59596486525995,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
63,False,"{'e': 0.5325918010068972, 'a': 0.1}",25,10,-72.45212816740907,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 2}",1
64,False,"{'e': 0.5272924240430485, 'a': 0.1}",20,8,16.970518077613836,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
65,False,"{'e': 0.522045776761016, 'a': 0.1}",30,20,-2.5631570493679456,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
66,False,"{'e': 0.5168513344916992, 'a': 0.1}",25,11,-4.578114398561066,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
67,False,"{'e': 0.5117085777865424, 'a': 0.1}",20,0,-178.6475756935302,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 3}",0
68,False,"{'e': 0.5066169923655895, 'a': 0.1}",20,0,-0.4692079053762944,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
69,False,"{'e': 0.5015760690660555, 'a': 0.1}",30,1,-31.529004494730508,"{0: 24, 1: 1, 2: 2, 3: 2, 4: 0}",1
70,False,"{'e': 0.49658530379140947, 'a': 0.1}",30,0,-44.5845158752845,"{0: 23, 1: 1, 2: 5, 3: 1, 4: 0}",1
71,False,"{'e': 0.4916441974609651, 'a': 0.1}",20,10,-25.432582872316637,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
72,False,"{'e': 0.4867522559599717, 'a': 0.1}",25,14,-22.650447077195707,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
73,False,"{'e': 0.48190899009020244, 'a': 0.1}",20,0,-59.6292263434488,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
74,False,"{'e': 0.4771139155210344, 'a': 0.1}",20,4,-33.2945642176223,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 0}",1
75,False,"{'e': 0.4723665527410147, 'a': 0.1}",20,8,-2.115567850423332,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
76,False,"{'e': 0.46766642700990924, 'a': 0.1}",25,13,-3.480953509703739,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
77,False,"{'e': 0.46301306831122807, 'a': 0.1}",25,0,1.0596623904082745,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
78,False,"{'e': 0.4584060113052235, 'a': 0.1}",25,0,-21.028376550177864,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
79,False,"{'e': 0.45384479528235583, 'a': 0.1}",20,11,-8.630739457318924,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
80,False,"{'e': 0.44932896411722156, 'a': 0.1}",30,10,-15.154907906196561,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",1
81,False,"{'e': 0.4448580662229411, 'a': 0.1}",30,0,-19.496925021298818,"{0: 25, 1: 1, 2: 3, 3: 1, 4: 0}",0
82,False,"{'e': 0.44043165450599925, 'a': 0.1}",25,10,-73.47289813556951,"{0: 9, 1: 2, 2: 2, 3: 1, 4: 1}",1
83,False,"{'e': 0.43604928632153556, 'a': 0.1}",20,11,-25.530528953205554,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
84,False,"{'e': 0.43171052342907973, 'a': 0.1}",20,14,-1.562450793412975,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
85,False,"{'e': 0.4274149319487267, 'a': 0.1}",20,7,-29.2656125839673,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 0}",1
86,False,"{'e': 0.4231620823177488, 'a': 0.1}",25,19,10.337006099246423,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,False,"{'e': 0.418951549247639, 'a': 0.1}",20,0,-12.310110040561838,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
88,False,"{'e': 0.4147829116815814, 'a': 0.1}",30,0,-42.03313995660515,"{0: 22, 1: 2, 2: 5, 3: 1, 4: 0}",0
89,False,"{'e': 0.4106557527523455, 'a': 0.1}",20,0,-52.74148606363932,"{0: 15, 1: 3, 2: 0, 3: 1, 4: 1}",0
90,False,"{'e': 0.4065696597405991, 'a': 0.1}",20,7,-3.153745382692777,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
91,False,"{'e': 0.40252422403363597, 'a': 0.1}",25,9,3.732861751989221,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
92,False,"{'e': 0.39851904108451414, 'a': 0.1}",25,2,-82.3324970305921,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 2}",1
93,False,"{'e': 0.3945537103716011, 'a': 0.1}",20,9,-33.473427377453206,"{0: 7, 1: 0, 2: 3, 3: 1, 4: 0}",1
94,False,"{'e': 0.3906278353585211, 'a': 0.1}",25,17,14.887823457738026,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,False,"{'e': 0.3867410234545012, 'a': 0.1}",20,9,-27.25886843541282,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
96,False,"{'e': 0.38289288597511206, 'a': 0.1}",25,14,6.388470657650489,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
97,False,"{'e': 0.37908303810339883, 'a': 0.1}",25,15,-3.654062942916859,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
98,False,"{'e': 0.37531109885139957, 'a': 0.1}",20,2,-10.665711098964742,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
99,False,"{'e': 0.3715766910220457, 'a': 0.1}",20,14,10.877149190222593,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'e': 0.36787944117144233, 'a': 0.1}",20,11,17.685536746383214,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'e': 0.3642189795715233, 'a': 0.1}",35,19,-108.13005322975977,"{0: 11, 1: 1, 2: 0, 3: 2, 4: 2}",1
102,False,"{'e': 0.3605949401730783, 'a': 0.1}",25,8,-36.73516772776648,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
103,False,"{'e': 0.3570069605691474, 'a': 0.1}",20,6,9.63818258463704,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
104,False,"{'e': 0.35345468195878016, 'a': 0.1}",20,8,-28.40588140490519,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
105,False,"{'e': 0.3499377491111553, 'a': 0.1}",25,0,-43.58820801176747,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
106,False,"{'e': 0.3464558103300574, 'a': 0.1}",20,14,-1.5048774863573806,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
107,False,"{'e': 0.34300851741870664, 'a': 0.1}",25,8,-16.864274463597233,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
108,False,"{'e': 0.3395955256449391, 'a': 0.1}",20,15,-3.4573082549088845,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
109,False,"{'e': 0.33621649370673334, 'a': 0.1}",20,3,-43.3867011069047,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 1}",1
110,False,"{'e': 0.33287108369807955, 'a': 0.1}",25,15,21.083749500694232,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'e': 0.32955896107518906, 'a': 0.1}",20,6,-16.262160907885054,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
112,False,"{'e': 0.32627979462303947, 'a': 0.1}",30,0,-14.377554924081132,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
113,False,"{'e': 0.3230332564222529, 'a': 0.1}",30,6,-48.40712084757825,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 1}",1
114,False,"{'e': 0.31981902181630384, 'a': 0.1}",25,8,22.005738023885613,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
115,False,"{'e': 0.31663676937905316, 'a': 0.1}",25,9,8.582206340388936,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
116,False,"{'e': 0.3134861808826053, 'a': 0.1}",20,10,-3.191658727883607,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
117,False,"{'e': 0.31036694126548503, 'a': 0.1}",20,9,3.3304581771861326,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
118,False,"{'e': 0.30727873860113125, 'a': 0.1}",30,0,-37.26528584573636,"{0: 23, 1: 2, 2: 4, 3: 1, 4: 0}",0
119,False,"{'e': 0.3042212640667041, 'a': 0.1}",20,6,-16.959970515856426,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
120,False,"{'e': 0.30119421191220214, 'a': 0.1}",30,0,-21.888660314041985,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
121,False,"{'e': 0.2981972794298874, 'a': 0.1}",25,16,-6.726038260048348,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
122,False,"{'e': 0.2952301669240142, 'a': 0.1}",20,5,-3.4310627527861133,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
123,False,"{'e': 0.2922925776808594, 'a': 0.1}",30,16,5.472543178406914,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
124,False,"{'e': 0.2893842179390506, 'a': 0.1}",25,0,2.2044548689726673,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
125,False,"{'e': 0.2865047968601901, 'a': 0.1}",20,10,22.00666008899596,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'e': 0.2836540264997704, 'a': 0.1}",30,15,27.24212286865564,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'e': 0.2808316217783798, 'a': 0.1}",20,12,-53.4998238440822,"{0: 4, 1: 2, 2: 1, 3: 0, 4: 1}",1
128,False,"{'e': 0.27803730045319414, 'a': 0.1}",20,14,-34.31109031873223,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
129,False,"{'e': 0.27527078308975234, 'a': 0.1}",35,10,23.46632000405357,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
130,False,"{'e': 0.2725317930340126, 'a': 0.1}",20,0,6.38911774455697,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
131,False,"{'e': 0.2698200563846868, 'a': 0.1}",30,7,34.098634539546886,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'e': 0.26713530196585034, 'a': 0.1}",20,3,7.8682290347331865,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
133,False,"{'e': 0.26447726129982396, 'a': 0.1}",20,3,18.659207438573883,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
134,False,"{'e': 0.261845668580326, 'a': 0.1}",20,9,5.946727620379492,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
135,False,"{'e': 0.2592402606458915, 'a': 0.1}",20,8,14.38094843083169,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
136,False,"{'e': 0.2566607769535559, 'a': 0.1}",30,18,18.44824063330114,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'e': 0.25410695955280027, 'a': 0.1}",20,10,8.360558763312907,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
138,False,"{'e': 0.25157855305975646, 'a': 0.1}",25,16,0.975312249365935,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
139,False,"{'e': 0.24907530463166816, 'a': 0.1}",30,13,28.355386675776852,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'e': 0.24659696394160643, 'a': 0.1}",20,0,-38.43738153054193,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
141,False,"{'e': 0.2441432831534371, 'a': 0.1}",25,16,-16.957224184270615,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
142,False,"{'e': 0.24171401689703645, 'a': 0.1}",30,19,22.225789036689932,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'e': 0.23930892224375455, 'a': 0.1}",25,9,-1.835216951072868,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
144,False,"{'e': 0.23692775868212176, 'a': 0.1}",25,9,-3.4816395200994004,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
145,False,"{'e': 0.23457028809379765, 'a': 0.1}",30,6,-20.311241019741637,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
146,False,"{'e': 0.23223627472975883, 'a': 0.1}",20,6,-34.445269384537724,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
147,False,"{'e': 0.22992548518672384, 'a': 0.1}",20,6,13.020678646706918,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
148,False,"{'e': 0.22763768838381274, 'a': 0.1}",30,16,22.654061566181024,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
149,False,"{'e': 0.22537265553943872, 'a': 0.1}",25,8,28.928025721188863,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'e': 0.22313016014842982, 'a': 0.1}",20,5,-26.468489684623364,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
151,False,"{'e': 0.2209099779593782, 'a': 0.1}",30,4,-0.9802373392878498,"{0: 22, 1: 0, 2: 4, 3: 0, 4: 0}",1
152,False,"{'e': 0.21871188695221475, 'a': 0.1}",35,18,5.801854852203938,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
153,False,"{'e': 0.21653566731600707, 'a': 0.1}",20,12,13.84310153936982,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'e': 0.21438110142697794, 'a': 0.1}",20,10,3.579277508325912,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
155,False,"{'e': 0.21224797382674304, 'a': 0.1}",30,0,12.296572255973734,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
156,False,"{'e': 0.21013607120076472, 'a': 0.1}",20,6,22.97632268494563,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'e': 0.20804518235702046, 'a': 0.1}",35,15,10.849874904519808,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
158,False,"{'e': 0.20597509820488344, 'a': 0.1}",20,0,-19.219652004369717,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
159,False,"{'e': 0.20392561173421342, 'a': 0.1}",30,17,-6.8696466857140726,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
160,False,"{'e': 0.20189651799465538, 'a': 0.1}",20,2,12.958996342839075,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
161,False,"{'e': 0.1998876140751445, 'a': 0.1}",35,13,25.682784543845408,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 0}",1
162,False,"{'e': 0.19789869908361465, 'a': 0.1}",25,15,19.95422746256748,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'e': 0.19592957412690934, 'a': 0.1}",35,25,8.079698487834197,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
164,False,"{'e': 0.19398004229089189, 'a': 0.1}",20,9,4.030894038357095,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
165,False,"{'e': 0.19204990862075408, 'a': 0.1}",20,6,5.1899522163030865,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
166,False,"{'e': 0.1901389801015205, 'a': 0.1}",20,16,7.003035732990151,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'e': 0.1882470656387468, 'a': 0.1}",25,18,11.512799854970625,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'e': 0.18637397603940997, 'a': 0.1}",25,13,26.046428547928656,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'e': 0.18451952399298926, 'a': 0.1}",25,9,30.997681100044982,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'e': 0.18268352405273466, 'a': 0.1}",30,17,9.414898636563828,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
171,False,"{'e': 0.1808657926171221, 'a': 0.1}",20,15,-12.049318571248593,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
172,False,"{'e': 0.17906614791149322, 'a': 0.1}",25,0,28.659380295063603,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
173,False,"{'e': 0.17728440996987782, 'a': 0.1}",30,16,5.53280480299915,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
174,False,"{'e': 0.17552040061699686, 'a': 0.1}",25,18,12.957423949494594,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'e': 0.17377394345044514, 'a': 0.1}",20,10,-25.481493583888792,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
176,False,"{'e': 0.17204486382305054, 'a': 0.1}",20,9,11.238378885840875,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
177,False,"{'e': 0.17033298882540943, 'a': 0.1}",20,10,18.679019395390903,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'e': 0.1686381472685955, 'a': 0.1}",25,15,19.873828013946294,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'e': 0.1669601696670407, 'a': 0.1}",25,8,16.437597013455463,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
180,False,"{'e': 0.16529888822158653, 'a': 0.1}",25,7,27.85024440207704,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
181,False,"{'e': 0.16365413680270405, 'a': 0.1}",20,6,29.406479359259592,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'e': 0.16202575093388075, 'a': 0.1}",20,6,18.054008594019795,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
183,False,"{'e': 0.16041356777517274, 'a': 0.1}",25,15,-45.01362276161746,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
184,False,"{'e': 0.15881742610692068, 'a': 0.1}",25,16,18.601341602981528,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
